epoch,step,train_backcast_loss_epoch,train_backcast_loss_step,train_forecast_loss_epoch,train_forecast_loss_step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_MASE,val_RMSE,val_SMAPE,val_backcast_loss,val_forecast_loss,val_loss
0,49,,0.8416866660118103,,12.718260765075684,,12.718260765075684,,,,,,,,
0,99,,0.8054675459861755,,8.732787132263184,,8.732787132263184,,,,,,,,
0,149,,0.6343762874603271,,9.514636039733887,,9.514636039733887,,,,,,,,
0,199,,0.7944705486297607,,7.521421432495117,,7.521421432495117,,,,,,,,
0,249,,0.954451858997345,,7.430213928222656,,7.430213928222656,,,,,,,,
0,299,,0.8146215677261353,,10.714138984680176,,10.714138984680176,,,,,,,,
0,320,,,,,,,1.1643167734146118,0.0027703847736120224,5.0513410568237305,1.2622365951538086,0.0027748981956392527,0.9489905834197998,5.0513410568237305,5.0513410568237305
0,320,0.7647427320480347,,9.006781578063965,,9.006781578063965,,,,,,,,,
1,349,,0.8520762324333191,,6.890974998474121,,6.890974998474121,,,,,,,,
1,399,,0.7359607815742493,,11.903642654418945,,11.903642654418945,,,,,,,,
1,449,,0.7902105450630188,,10.006471633911133,,10.006471633911133,,,,,,,,
1,499,,0.749329149723053,,7.286966800689697,,7.286966800689697,,,,,,,,
1,549,,0.8622908592224121,,6.7594218254089355,,6.7594218254089355,,,,,,,,
1,599,,0.779890775680542,,10.594558715820312,,10.594558715820312,,,,,,,,
1,641,,,,,,,0.8683459162712097,0.0020662962924689054,3.7672834396362305,0.9350979328155518,0.002068672562018037,0.930866003036499,3.7672834396362305,3.7672834396362305
1,641,0.7644394636154175,,8.975653648376465,,8.975653648376465,,,,,,,,,
2,649,,0.8607386350631714,,7.743071556091309,,7.743071556091309,,,,,,,,
2,699,,0.8117074370384216,,9.401765823364258,,9.401765823364258,,,,,,,,
2,749,,0.7803435325622559,,8.85201358795166,,8.85201358795166,,,,,,,,
2,799,,0.923782229423523,,9.292308807373047,,9.292308807373047,,,,,,,,
2,849,,0.6819186210632324,,7.202078819274902,,7.202078819274902,,,,,,,,
2,899,,0.774261474609375,,9.057832717895508,,9.057832717895508,,,,,,,,
2,949,,0.7253687381744385,,8.620586395263672,,8.620586395263672,,,,,,,,
2,962,,,,,,,0.3631935119628906,0.0008653390686959028,1.5756999254226685,0.517042338848114,0.0008649292285554111,0.9702365398406982,1.5756999254226685,1.5756999254226685
2,962,0.7654755115509033,,8.989553451538086,,8.989553451538086,,,,,,,,,
3,999,,0.8655927777290344,,8.832714080810547,,8.832714080810547,,,,,,,,
3,1049,,0.8492201566696167,,9.275651931762695,,9.275651931762695,,,,,,,,
3,1099,,0.7913390398025513,,7.699455261230469,,7.699455261230469,,,,,,,,
3,1149,,0.7774212956428528,,9.431021690368652,,9.431021690368652,,,,,,,,
3,1199,,0.731950581073761,,7.997413635253906,,7.997413635253906,,,,,,,,
3,1249,,0.8791521191596985,,7.861250877380371,,7.861250877380371,,,,,,,,
3,1283,,,,,,,0.41240057349205017,0.0009821876883506775,1.7891830205917358,0.5175768733024597,0.0009820734849199653,0.9286422729492188,1.7891830205917358,1.7891830205917358
3,1283,0.7671677470207214,,8.937816619873047,,8.937816619873047,,,,,,,,,
4,1299,,0.7307595014572144,,7.353889465332031,,7.353889465332031,,,,,,,,
4,1349,,0.648905336856842,,7.109865188598633,,7.109865188598633,,,,,,,,
4,1399,,0.8412117958068848,,9.074081420898438,,9.074081420898438,,,,,,,,
4,1449,,0.8932346701622009,,6.400265693664551,,6.400265693664551,,,,,,,,
