epoch,lr-Adam,step,train_loss_epoch,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0001,0,,,,,,
0,,2,,0.11046615988016129,1.4120312929153442,0.13245631754398346,0.7471761703491211,0.01754467748105526
0,,2,0.16952595114707947,,,,,
,0.0001,3,,,,,,
1,,5,,0.1406693458557129,2.057488441467285,0.17109259963035583,0.806887686252594,0.02927267551422119
1,,5,0.12775161862373352,,,,,
