epoch,step,train_backcast_loss_epoch,train_backcast_loss_step,train_forecast_loss_epoch,train_forecast_loss_step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_MASE,val_RMSE,val_SMAPE,val_backcast_loss,val_forecast_loss,val_loss
0,49,,0.732882022857666,,9.218936920166016,,9.218936920166016,,,,,,,,
0,99,,0.7556618452072144,,9.875922203063965,,9.875922203063965,,,,,,,,
0,149,,0.8991696834564209,,9.36152172088623,,9.36152172088623,,,,,,,,
0,199,,0.7281684875488281,,7.346403121948242,,7.346403121948242,,,,,,,,
0,249,,0.7078601121902466,,9.518733024597168,,9.518733024597168,,,,,,,,
0,299,,0.6536295413970947,,9.178224563598633,,9.178224563598633,,,,,,,,
0,349,,0.8787481784820557,,6.095226764678955,,6.095226764678955,,,,,,,,
0,399,,0.7235575914382935,,10.622414588928223,,10.622414588928223,,,,,,,,
0,449,,0.7199168801307678,,9.880359649658203,,9.880359649658203,,,,,,,,
0,499,,0.9540605545043945,,7.192910194396973,,7.192910194396973,,,,,,,,
0,549,,0.6263695955276489,,9.651053428649902,,9.651053428649902,,,,,,,,
0,599,,0.7284468412399292,,9.806221008300781,,9.806221008300781,,,,,,,,
0,649,,0.7432904839515686,,7.322086811065674,,7.322086811065674,,,,,,,,
0,699,,0.5910451412200928,,8.841304779052734,,8.841304779052734,,,,,,,,
0,749,,0.6316896677017212,,9.240102767944336,,9.240102767944336,,,,,,,,
0,798,,,,,,,0.7262522578239441,0.0015281018568202853,4.658402442932129,0.7665786743164062,0.001526801846921444,0.6112838387489319,4.658402442932129,4.658402442932129
0,798,0.760442316532135,,8.88570499420166,,8.88570499420166,,,,,,,,,
1,799,,0.640841543674469,,8.947734832763672,,8.947734832763672,,,,,,,,
1,849,,0.7177014350891113,,8.015668869018555,,8.015668869018555,,,,,,,,
1,899,,0.8203290104866028,,7.84466552734375,,7.84466552734375,,,,,,,,
1,949,,0.7319725155830383,,9.260692596435547,,9.260692596435547,,,,,,,,
1,999,,0.6879326701164246,,9.58344554901123,,9.58344554901123,,,,,,,,
1,1049,,0.9870577454566956,,9.67393684387207,,9.67393684387207,,,,,,,,
1,1099,,0.7251109480857849,,10.928122520446777,,10.928122520446777,,,,,,,,
1,1149,,0.6857686638832092,,6.5891947746276855,,6.5891947746276855,,,,,,,,
1,1199,,0.6889477968215942,,8.003772735595703,,8.003772735595703,,,,,,,,
1,1249,,0.7793195843696594,,9.008577346801758,,9.008577346801758,,,,,,,,
1,1299,,0.7638691067695618,,8.851009368896484,,8.851009368896484,,,,,,,,
1,1349,,0.7154301404953003,,8.635936737060547,,8.635936737060547,,,,,,,,
1,1399,,0.849852442741394,,7.04469633102417,,7.04469633102417,,,,,,,,
1,1449,,0.8574484586715698,,10.971797943115234,,10.971797943115234,,,,,,,,
1,1499,,0.7056214809417725,,9.221555709838867,,9.221555709838867,,,,,,,,
1,1549,,0.8127290606498718,,9.480030059814453,,9.480030059814453,,,,,,,,
1,1597,,,,,,,0.7278544306755066,0.0015314724296331406,4.668679714202881,0.7680953145027161,0.0015301672974601388,0.611244797706604,4.668679714202881,4.668679714202881
1,1597,0.765575647354126,,8.762557029724121,,8.762557029724121,,,,,,,,,
2,1599,,0.7699559926986694,,9.06678581237793,,9.06678581237793,,,,,,,,
2,1649,,0.8286365270614624,,8.816000938415527,,8.816000938415527,,,,,,,,
2,1699,,0.6963052749633789,,6.885462760925293,,6.885462760925293,,,,,,,,
2,1749,,0.8362170457839966,,8.149558067321777,,8.149558067321777,,,,,,,,
2,1799,,0.8034805059432983,,6.626362323760986,,6.626362323760986,,,,,,,,
2,1849,,0.5769741535186768,,7.333685874938965,,7.333685874938965,,,,,,,,
2,1899,,0.7188183069229126,,6.643393516540527,,6.643393516540527,,,,,,,,
2,1949,,0.8243922591209412,,8.429460525512695,,8.429460525512695,,,,,,,,
2,1999,,0.830377459526062,,9.177679061889648,,9.177679061889648,,,,,,,,
2,2049,,0.5713456273078918,,7.255458354949951,,7.255458354949951,,,,,,,,
2,2099,,0.7788522839546204,,10.032979965209961,,10.032979965209961,,,,,,,,
