epoch,step,train_backcast_loss_epoch,train_backcast_loss_step,train_forecast_loss_epoch,train_forecast_loss_step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_MASE,val_RMSE,val_SMAPE,val_backcast_loss,val_forecast_loss,val_loss
0,49,,0.0004940702929161489,,0.007556537631899118,,0.007556537631899118,,,,,,,,
0,99,,0.0005650733364745975,,0.008137688972055912,,0.008137688972055912,,,,,,,,
0,149,,0.000523462425917387,,0.007568504195660353,,0.007568504195660353,,,,,,,,
0,199,,0.0004922241205349565,,0.006930153351277113,,0.006930153351277113,,,,,,,,
0,249,,0.0005685138748958707,,0.007500889245420694,,0.007500889245420694,,,,,,,,
0,299,,0.0005306911771185696,,0.007810024544596672,,0.007810024544596672,,,,,,,,
0,320,,,,,,,2.1726176738739014,0.005170688033103943,9.425811767578125,2.233581304550171,0.005184851586818695,0.0006643270025961101,0.005184851586818695,0.005184851586818695
0,320,0.0005181075539439917,,0.007273727562278509,,0.007273727562278509,,,,,,,,,
1,349,,0.0005396016640588641,,0.0068457843735814095,,0.0068457843735814095,,,,,,,,
1,399,,0.0005544882151298225,,0.006052443757653236,,0.006052443757653236,,,,,,,,
1,449,,0.0005476688384078443,,0.007856626063585281,,0.007856626063585281,,,,,,,,
1,499,,0.0004520872316788882,,0.0070254006423056126,,0.0070254006423056126,,,,,,,,
1,549,,0.0005709591787308455,,0.0076930043287575245,,0.0076930043287575245,,,,,,,,
1,599,,0.0005336668691597879,,0.006766676902770996,,0.006766676902770996,,,,,,,,
1,641,,,,,,,2.1726176738739014,0.005170688033103943,9.425811767578125,2.233581304550171,0.005184851586818695,0.0006643270025961101,0.005184851586818695,0.005184851586818695
1,641,0.0005168960778973997,,0.007326846942305565,,0.007326846942305565,,,,,,,,,
2,649,,0.0005361535586416721,,0.00779486121609807,,0.00779486121609807,,,,,,,,
2,699,,0.0004190851468592882,,0.005102066323161125,,0.005102066323161125,,,,,,,,
2,749,,0.0005802884115837514,,0.008635020814836025,,0.008635020814836025,,,,,,,,
2,799,,0.00046431319788098335,,0.004830019548535347,,0.004830019548535347,,,,,,,,
2,849,,0.0004831883416045457,,0.005464327987283468,,0.005464327987283468,,,,,,,,
2,899,,0.0005345824174582958,,0.007514591794461012,,0.007514591794461012,,,,,,,,
2,949,,0.0003834719827864319,,0.0069084372371435165,,0.0069084372371435165,,,,,,,,
2,962,,,,,,,2.1726176738739014,0.005170688033103943,9.425811767578125,2.233581304550171,0.005184851586818695,0.0006643270025961101,0.005184851586818695,0.005184851586818695
2,962,0.0005167729104869068,,0.007325691636651754,,0.007325691636651754,,,,,,,,,
3,999,,0.0005230160313658416,,0.007337107323110104,,0.007337107323110104,,,,,,,,
3,1049,,0.0006100813625380397,,0.007399554830044508,,0.007399554830044508,,,,,,,,
3,1099,,0.0004466527607291937,,0.0067064398899674416,,0.0067064398899674416,,,,,,,,
3,1149,,0.00048066317685879767,,0.00489632086828351,,0.00489632086828351,,,,,,,,
3,1199,,0.0004913632874377072,,0.006086284760385752,,0.006086284760385752,,,,,,,,
3,1249,,0.0005085728480480611,,0.008582402020692825,,0.008582402020692825,,,,,,,,
3,1283,,,,,,,2.1726176738739014,0.005170688033103943,9.425811767578125,2.233581304550171,0.005184851586818695,0.0006643270025961101,0.005184851586818695,0.005184851586818695
3,1283,0.0005169148207642138,,0.007327394559979439,,0.007327394559979439,,,,,,,,,
4,1299,,0.0005049619940109551,,0.0067878239788115025,,0.0067878239788115025,,,,,,,,
4,1349,,0.0005825028056278825,,0.007763484492897987,,0.007763484492897987,,,,,,,,
4,1399,,0.0005910909385420382,,0.009284558705985546,,0.009284558705985546,,,,,,,,
4,1449,,0.0004802685871254653,,0.006984691601246595,,0.006984691601246595,,,,,,,,
4,1499,,0.0005187780479900539,,0.007767475210130215,,0.007767475210130215,,,,,,,,
4,1549,,0.0005663691554218531,,0.006363465916365385,,0.006363465916365385,,,,,,,,
4,1599,,0.0006055042613297701,,0.0073158275336027145,,0.0073158275336027145,,,,,,,,
4,1604,,,,,,,2.1726176738739014,0.005170688033103943,9.425811767578125,2.233581304550171,0.005184851586818695,0.0006643270025961101,0.005184851586818695,0.005184851586818695
4,1604,0.0005168980569578707,,0.007326970342546701,,0.007326970342546701,,,,,,,,,
5,1649,,0.0005171008524484932,,0.008214092813432217,,0.008214092813432217,,,,,,,,
5,1699,,0.0005347728147171438,,0.007781486492604017,,0.007781486492604017,,,,,,,,
5,1749,,0.0004766084020957351,,0.005675110034644604,,0.005675110034644604,,,,,,,,
5,1799,,0.0005532464710995555,,0.008392099291086197,,0.008392099291086197,,,,,,,,
5,1849,,0.0005657989531755447,,0.005578749347478151,,0.005578749347478151,,,,,,,,
5,1899,,0.0005238502635620534,,0.008476692251861095,,0.008476692251861095,,,,,,,,
5,1925,,,,,,,2.1726176738739014,0.005170688033103943,9.425811767578125,2.233581304550171,0.005184851586818695,0.0006643270025961101,0.005184851586818695,0.005184851586818695
5,1925,0.0005168343777768314,,0.007325050886720419,,0.007325050886720419,,,,,,,,,
6,1949,,0.0005750583368353546,,0.008424671366810799,,0.008424671366810799,,,,,,,,
6,1999,,0.0005306325037963688,,0.010454241186380386,,0.010454241186380386,,,,,,,,
6,2049,,0.0005114006926305592,,0.007055122870951891,,0.007055122870951891,,,,,,,,
6,2099,,0.000508915341924876,,0.007525653578341007,,0.007525653578341007,,,,,,,,
6,2149,,0.0005458681844174862,,0.00747659569606185,,0.00747659569606185,,,,,,,,
6,2199,,0.0004545549163594842,,0.006620406173169613,,0.006620406173169613,,,,,,,,
6,2246,,,,,,,2.1726176738739014,0.005170688033103943,9.425811767578125,2.233581304550171,0.005184851586818695,0.0006643270025961101,0.005184851586818695,0.005184851586818695
6,2246,0.0005168450297787786,,0.007326717022806406,,0.007326717022806406,,,,,,,,,
7,2249,,0.0004760992305818945,,0.00637894868850708,,0.00637894868850708,,,,,,,,
7,2299,,0.0005875100614503026,,0.007199152372777462,,0.007199152372777462,,,,,,,,
7,2349,,0.0004926646943204105,,0.008526507765054703,,0.008526507765054703,,,,,,,,
7,2399,,0.0005240272730588913,,0.007355228997766972,,0.007355228997766972,,,,,,,,
7,2449,,0.0005465981084853411,,0.007929529063403606,,0.007929529063403606,,,,,,,,
7,2499,,0.0005273133865557611,,0.008367103524506092,,0.008367103524506092,,,,,,,,
7,2549,,0.0005198915023356676,,0.00575994374230504,,0.00575994374230504,,,,,,,,
7,2567,,,,,,,2.1726176738739014,0.005170688033103943,9.425811767578125,2.233581304550171,0.005184851586818695,0.0006643270025961101,0.005184851586818695,0.005184851586818695
7,2567,0.0005169310024939477,,0.007327923085540533,,0.007327923085540533,,,,,,,,,
8,2599,,0.00048368217539973557,,0.006571808829903603,,0.006571808829903603,,,,,,,,
8,2649,,0.0005680914036929607,,0.008239712566137314,,0.008239712566137314,,,,,,,,
8,2699,,0.0005134331877343357,,0.007487053517252207,,0.007487053517252207,,,,,,,,
8,2749,,0.0005066085723228753,,0.005986986216157675,,0.005986986216157675,,,,,,,,
8,2799,,0.000518258661031723,,0.007750060874968767,,0.007750060874968767,,,,,,,,
8,2849,,0.0005007229628972709,,0.006271822843700647,,0.006271822843700647,,,,,,,,
8,2888,,,,,,,2.1726176738739014,0.005170688033103943,9.425811767578125,2.233581304550171,0.005184851586818695,0.0006643270025961101,0.005184851586818695,0.005184851586818695
