epoch,step,train_backcast_loss_epoch,train_backcast_loss_step,train_forecast_loss_epoch,train_forecast_loss_step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_MASE,val_RMSE,val_SMAPE,val_backcast_loss,val_forecast_loss,val_loss
0,49,,0.8200786709785461,,8.495370864868164,,8.495370864868164,,,,,,,,
0,99,,0.784354567527771,,8.438187599182129,,8.438187599182129,,,,,,,,
0,119,,,,,,,0.7524998784065247,0.001792898983694613,3.2646901607513428,0.9038688540458679,0.0017905820859596133,1.1045697927474976,3.2646901607513428,3.2646901607513428
0,119,0.7810600399971008,,8.705643653869629,,8.705643653869629,,,,,,,,,
1,149,,0.8198614716529846,,9.409734725952148,,9.409734725952148,,,,,,,,
1,199,,0.8250645399093628,,9.11763858795166,,9.11763858795166,,,,,,,,
1,239,,,,,,,0.4456838071346283,0.0010612746700644493,1.933580994606018,0.5309529304504395,0.0010613269405439496,0.9133798480033875,1.933580994606018,1.933580994606018
1,239,0.7797195315361023,,8.61530876159668,,8.61530876159668,,,,,,,,,
2,249,,0.7670773267745972,,6.541877746582031,,6.541877746582031,,,,,,,,
2,299,,0.7457823157310486,,11.14212417602539,,11.14212417602539,,,,,,,,
2,349,,0.8552108407020569,,8.24953556060791,,8.24953556060791,,,,,,,,
2,359,,,,,,,0.5012562870979309,0.001193367992527783,2.174679756164551,0.5678709149360657,0.0011936831288039684,0.9299182891845703,2.174679756164551,2.174679756164551
2,359,0.7859172821044922,,8.471463203430176,,8.471463203430176,,,,,,,,,
3,399,,0.823721170425415,,7.653604984283447,,7.653604984283447,,,,,,,,
3,449,,0.9086517095565796,,6.977275848388672,,6.977275848388672,,,,,,,,
3,479,,,,,,,0.45341745018959045,0.001079660258255899,1.9671330451965332,0.5358264446258545,0.0010797440772876143,0.9255828261375427,1.9671330451965332,1.9671330451965332
3,479,0.7899447679519653,,8.391688346862793,,8.391688346862793,,,,,,,,,
4,499,,0.7776743173599243,,9.437517166137695,,9.437517166137695,,,,,,,,
4,549,,0.766785740852356,,7.6670308113098145,,7.6670308113098145,,,,,,,,
4,599,,0.7725876569747925,,8.693890571594238,,8.693890571594238,,,,,,,,
4,599,,,,,,,0.9273770451545715,0.002206693636253476,4.023387432098389,1.0023905038833618,0.002209477825090289,0.9177535176277161,4.023387432098389,4.023387432098389
4,599,0.7882145643234253,,8.447847366333008,,8.447847366333008,,,,,,,,,
